"id"|"arenaId"|"name"|"address"|"short"
486|486|"Sportzentrum Kaufering"|"Bayernstraße 17, 86916 Kaufering"|"Kaufering, Sportzentrum Kaufering"
430|430|"Max-Schmeling-Halle"|"Am Falkplatz 1, 10437 Berlin"|"Berlin, Max-Schmeling-Halle"
510|510|"Arena Leipzig (kleine Halle)"|"Am Sportforum 1, 04105 Leipzig"|"Leipzig, Arena Leipzig (kleine Halle)"
37|37|"Richard-Hartmann-Halle"|"Fabrikstraße 9, 09111 Chemnitz"|"Chemnitz, Richard-Hartmann-Halle"
9|9|"Sporthalle West"|"Thomas-Müntzer-Straße 17, 06667 Weißenfels"|"Weißenfels, Sporthalle West"
475|475|"Stadtfeldhalle"|"Große Dammstraße 38, 38855 Wernigerode"|"Wernigerode, Stadtfeldhalle"
174|174|"Harzlandhalle"|"Harzburger Straße 24 A, 38871 Ilsenburg (Harz)"|"Ilsenburg (Harz), Harzlandhalle"
38|38|"Stadthalle"|"Beuditzstraße 69A, 06667 Weißenfels"|"Weißenfels, Stadthalle"
128|128|"Sporthalle Lehnerstraße "|"Lehnerstraße  65, 45481 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Sporthalle Lehnerstraße "
488|488|"Muldentalhalle"|"Gebäude 51 / Südstraße 80, 04668 Grimma"|"Grimma, Muldentalhalle"
242|242|"Sporthalle Hoheluft"|"Lokstedter Steindamm 52, 22529 Hamburg"|"Hamburg, Sporthalle Hoheluft"
160|160|"Sportpark Nord"|"Kölnstraße 250, 53117 Bonn"|"Bonn, Sportpark Nord"
268|268|"Sportzentrum Schoofmoor"|"Zum Schoofmoor , 28865 Lilienthal"|"Lilienthal, Sportzentrum Schoofmoor"
63|63|"J.-A.-Hülße-Gymnasium"|"Hülßestraße 16, 01237 Dresden"|"Dresden, J.-A.-Hülße-Gymnasium"
492|492|"121. Oberschule"|"Gamigstraße 28/30, 01239 Dresden"|"Dresden, 121. Oberschule"
290|290|"Halle am Bruchweg"|"Bruchweg 5, 41564 Kaarst"|"Kaarst, Halle am Bruchweg"
13|13|"Reclam-Gymnasium"|"Tarostraße 4, 04103 Leipzig"|"Leipzig, Reclam-Gymnasium"
100|100|"Sportzentrum Eiche Horn"|"Berckstraße 87, 28359 Bremen"|"Bremen, Sportzentrum Eiche Horn"
152|152|"Universitätssporthalle"|"Selkestraße 7, 06122 Halle (Saale)"|"Halle (Saale), Universitätssporthalle"
134|134|"Tallinhalle"|"Elendsredder 24, 24106 Kiel"|"Kiel, Tallinhalle"
367|367|"IGS Roderbruch"|"Rotekreuzstr. 23, 30627 Hannover"|"Hannover, IGS Roderbruch"
468|468|"Leibnizschule"|"Röntgenstraße 8, 30163 Hannover"|"Hannover, Leibnizschule"
51|51|"Jahn-Sporthalle Liebertwolkwitz"|"Jahnstraße 3, 04288 Leipzig"|"Leipzig, Jahn-Sporthalle Liebertwolkwitz"
157|157|"Isidor-Hipper-Halle"|"Isidor-Hipper-Straße 2, 86899 Landsberg am Lech"|"Landsberg am Lech, Isidor-Hipper-Halle"
503|503|"Schlossteichhalle"|"Schloßstraße 13, 09111 Chemnitz"|"Chemnitz, Schlossteichhalle"
398|398|"Berlin (BAT)"|"Pallasstr. 15, 10781 Berlin"|"Berlin, Berlin (BAT)"
105|105|"Bonn (Sportpark Nord)"|"Kölnstraße 250, 53117 Bonn"|"Bonn, Bonn (Sportpark Nord)"
304|304|"Sporthalle Hungerbachweg"|"Hungerbachweg 1, 86899 Landsberg am Lech"|"Landsberg am Lech, Sporthalle Hungerbachweg"
142|142|"Sporthalle am Rabet"|"Konradstraße  35, 04315 Leipzig"|"Leipzig, Sporthalle am Rabet"
176|176|"Chemnitz, Sportzentrum am Taurastein"|"Am Stadion 22, 09217 Burgstädt"|"Burgstädt, Chemnitz, Sportzentrum am Taurastein"
336|336|"Schulzentrum Achter de Weiden"|"Achter de Weiden 32, 22869 Schenefeld"|"Schenefeld, Schulzentrum Achter de Weiden"
377|377|"Stadtparkhalle"|"Pestalozzistraße 1, 41564 Kaarst"|"Kaarst, Stadtparkhalle"
318|318|"Schulzentrum"|"Süderstraße 72-74, 24214 Gettorf"|"Gettorf, Schulzentrum"
162|162|"Schulzentrum Roxel"|"Tillbecker Straße 34, 48161 Münster"|"Münster, Schulzentrum Roxel"
168|168|"August-Storch-Halle"|"August Storch Strasse , 35510 Butzbach"|"Butzbach, August-Storch-Halle"
146|146|"Sporthalle Ludwig-Wolker-Straße"|"Ludwig-Wolker-Straße 35, 45468 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Sporthalle Ludwig-Wolker-Straße"
458|458|"Bremen, Berckstraße"|"Berckstraße 87, 28359 Bremen"|"Bremen, Bremen, Berckstraße"
218|218|"Heinrich-Kraft-Schule"|"Konstanzer Straße 85, 60386 Frankfurt"|"Frankfurt, Heinrich-Kraft-Schule"
313|313|"Sportzentrum am Möhlenkamp"|"Möhlenkamp 26, 24582 Bordesholm"|"Bordesholm, Sportzentrum am Möhlenkamp"
209|209|"Uni Sportforum"|"Olshausenstr 72, 24118 Kiel"|"Kiel, Uni Sportforum"
342|342|"Geschwister-Scholl-Schule"|"Schwaketenstraße 112, 78467 Konstanz"|"Konstanz, Geschwister-Scholl-Schule"
234|234|"von-Siemens-Gymnasium"|"Stendaler Straße 10, 39106 Magdeburg"|"Magdeburg, von-Siemens-Gymnasium"
325|325|"JOYNEXT Arena"|"Magdeburger Straße 10, 01067 Dresden"|"Dresden, JOYNEXT Arena"
182|182|"Schriesheim, Mehrzweckhalle"|" ,  "|", Schriesheim, Mehrzweckhalle"
89|89|"Gymnasiumsporthalle"|"Bergstraße 19, 06188 Landsberg"|"Landsberg, Gymnasiumsporthalle"
305|305|"Stadtsporthalle"|"Straße des Friedens 9, 04720 Döbeln"|"Döbeln, Stadtsporthalle"
354|354|"Mehrzweckhalle Kirch-/Pohl-Göns"|"Frankenstraße 24, 35510 Pohlgöns"|"Pohlgöns, Mehrzweckhalle Kirch-/Pohl-Göns"
126|126|"Anhalt Arena Dessau"|"Robert-Bosch-Straße 54, 06847 Dessau"|"Dessau, Anhalt Arena Dessau"
456|456|"Kreissporthalle"|"Liedekerker Straße 84, 48565 Steinfurt"|"Steinfurt, Kreissporthalle"
335|335|"Lindener Stadion"|"Am Spielfelde , 30449 Hannover"|"Hannover, Lindener Stadion"
509|509|"Schulzentrum Ramsloh"|"Schulstraße 3, 26683 Ramsloh"|"Ramsloh, Schulzentrum Ramsloh"
435|435|"Sportzentrum Bördestraße"|"Bördestraße 10, 28717 Bremen"|"Bremen, Sportzentrum Bördestraße"
230|230|"Sporthalle Stadtwerder"|"Weg zum Krähenberg 33, 28201 Bremen"|"Bremen, Sporthalle Stadtwerder"
65|65|"Sporthalle Arenkamp"|"Arenkamp , 28832 Achim"|"Achim, Sporthalle Arenkamp"
26|26|"Sportzentrum Brandsweg"|"Brandsweg 53, 26131 Oldenburg"|"Oldenburg, Sportzentrum Brandsweg"
387|387|"Schulzentrum Lühe"|"Striep 2, 21720 Steinkirchen"|"Steinkirchen, Schulzentrum Lühe"
183|183|"Neue Oberschule"|"Beethovenstraße 57, 38106 Braunschweig"|"Braunschweig, Neue Oberschule"
79|79|"International School"|"Bruchmeisterallee 6, 30169 Hannover"|"Hannover, International School"
86|86|"Sporthalle Rudgarstraße"|"Rudgardstr. 7, 26954 Nordenham"|"Nordenham, Sporthalle Rudgarstraße"
273|273|"TVD Sportpark 04"|"Schulstr. 6, 49413 Dinklage"|"Dinklage, TVD Sportpark 04"
321|321|"Sporthalle Sutthausen"|"Egon-von-Romberg-Weg 4, 49082 Osnabrück"|"Osnabrück, Sporthalle Sutthausen"
149|149|"Sporthalle ""Am Schießstand"""|"Am Schießstand 17-19, 27628 Bramstedt"|"Bramstedt, Sporthalle ""Am Schießstand"""
50|50|"Wahnbek (Rastede)"|"Schulstr. 101, 26180 Rastede"|"Rastede, Wahnbek (Rastede)"
490|490|"BBS Schölerberg"|"Iburger Straße 159, 49082 Osnabrück"|"Osnabrück, BBS Schölerberg"
110|110|"IGS Weststadt"|"Peenestraße , 38120 Braunschweig"|"Braunschweig, IGS Weststadt"
127|127|"Sporthalle Sedelsberg"|"Kaplan-Meyer-Str. 2, 26683 Sedelsberg"|"Sedelsberg, Sporthalle Sedelsberg"
480|480|"Sporthalle Sperberstraße"|"Sperberstraße 3/5, 28239 Bremen"|"Bremen, Sporthalle Sperberstraße"
444|444|"Schul- u. Sportzentrum Rahden"|"Am Brullfeld 4, 32369 Rahden"|"Rahden, Schul- u. Sportzentrum Rahden"
177|177|"Sporthalle Ottenbeck"|"Käthe-Hoppe-Weg , 21684 Stade"|"Stade, Sporthalle Ottenbeck"
115|115|"ETV Sportzentrum"|"Bundesstr. 96, 20144 Hamburg"|"Hamburg, ETV Sportzentrum"
101|101|"Halepaghenschule"|"Konopkastraße 5, 21614 Buxtehude"|"Buxtehude, Halepaghenschule"
715|715|"Hatzfeldthalle"|"Hatzfeldtallee  19-21, 13509 Berlin"|"Berlin, Hatzfeldthalle"
516|516|"Kolibri-Grundschule"|"Schönewalderstr. 9, 12627 Berlin"|"Berlin, Kolibri-Grundschule"
471|471|"Sporthalle Monumentenstraße"|"Monumentenstraße 13C, 10829  Berlin"|"Berlin, Sporthalle Monumentenstraße"
397|397|"Grundschule Unter-den-Bäumen"|"Alt-Blankenburg 26, 13129 Berlin"|"Berlin, Grundschule Unter-den-Bäumen"
294|294|"Schlossstraße"|"Schlossstraße 56, 14059 Berlin"|"Berlin, Schlossstraße"
15|15|"Von-Steuben-Gesamtschule"|"Bellavitestraße 1, 14480 Potsdam"|"Potsdam, Von-Steuben-Gesamtschule"
140|140|"Fontane Gymnasium"|"Fontaneweg 24, 15834 Rangsdorf"|"Rangsdorf, Fontane Gymnasium"
448|448|"Mehrzweckhalle Mellensee"|"Hauptstraße 21, 15834 Am Mellensee"|"Am Mellensee, Mehrzweckhalle Mellensee"
298|298|"Postsportpark"|"Franz-Mader-Str. 11, 80992 München"|"München, Postsportpark"
158|158|"Paul-Wegmann-Halle"|"Martin-Hemm-Str. 2, 85053 Ingolstadt"|"Ingolstadt, Paul-Wegmann-Halle"
360|360|"Hugo-Kunzi-Halle"|"Am Sportpark 4, 70469 Stuttgart"|"Stuttgart, Hugo-Kunzi-Halle"
211|211|"Nürnberg"|"San-Carlos-Str. 4, 90451 Nürnberg"|"Nürnberg, Nürnberg"
161|161|"Schulzentrum JWR/DZG"|"Platanenstraße 2, 86899 Landsberg am Lech"|"Landsberg am Lech, Schulzentrum JWR/DZG"
331|331|"Walter-Lindner-Sporthalle"|"Im Krappen 2, 75365 Calw"|"Calw, Walter-Lindner-Sporthalle"
314|314|"Sporthalle Grundschule ALS 13"|"Astrid-Lindgren-Str. 13, 81829 München"|"München, Sporthalle Grundschule ALS 13"
315|315|"Sporthalle des Berufschulzentrums"|"Oberriedterstr. 10, 75365  Calw"|"Calw, Sporthalle des Berufschulzentrums"
257|257|"Sporthalle Turner Hölzl"|"Bgm.-Hollinger-Platz 2, 83101 Rohrdorf"|"Rohrdorf, Sporthalle Turner Hölzl"
81|81|"Rheinstrandhalle"|"Lindenallee 10, 76187 Karlsruhe"|"Karlsruhe, Rheinstrandhalle"
462|462|"Regensburg"|"Klenzestraße 31 a, 93051 Regensburg"|"Regensburg, Regensburg"
125|125|"ESV Sporthalle"|"Geisenfelder Str. 1, 85053 Ingolstadt"|"Ingolstadt, ESV Sporthalle"
151|151|"Mehrzweckhalle"|"Sportzentrum 2, 69198 Schriesheim"|"Schriesheim, Mehrzweckhalle"
396|396|"Franz-Zang-Str."|"Franz-Zang-Str. , 67059 Ludwigshafen"|"Ludwigshafen, Franz-Zang-Str."
438|438|"Hermann-Hepper-Turnhalle"|"Westbahnhofstraße 23, 72070 Tübingen"|"Tübingen, Hermann-Hepper-Turnhalle"
120|120|"Sporthalle der Handelslehranstalt"|"Marienalle 5, 24937 Flensburg"|"Flensburg, Sporthalle der Handelslehranstalt"
296|296|"Krückaupark"|"Zum Krückaupark 3, 25337 Elmshorn"|"Elmshorn, Krückaupark"
276|276|"Dreilandenhalle"|"Graureiherweg , 25836 Garding"|"Garding, Dreilandenhalle"
73|73|"Sporthalle Berliner Straße"|"Berliner Straße 12, 21493 Schwarzenbek"|"Schwarzenbek, Sporthalle Berliner Straße"
291|291|"Halle am Pfeilshof"|"Am Pfeilshof 20, 22393 Hamburg"|"Hamburg, Halle am Pfeilshof"
274|274|"Sporthalle Buschkoppel"|"Buschkoppel 5, 21493 Schwarzenbek"|"Schwarzenbek, Sporthalle Buschkoppel"
58|58|"Toni-Jensen-Halle"|"Masurenring 6, 24149 Kiel"|"Kiel, Toni-Jensen-Halle"
208|208|"Großsporthalle"|"Büttelsweg , 25704 Meldorf"|"Meldorf, Großsporthalle"
201|201|"Redwoodhalle"|"Castöhlenweg , 24211 Preetz"|"Preetz, Redwoodhalle"
111|111|"Sporthalle Rebbelstieg"|"Rebbelstieg , 25938 Wyk"|"Wyk, Sporthalle Rebbelstieg"
136|136|"Mehrzweckhalle"|"Riesebyer Straße 8, 24360 Barkelsby"|"Barkelsby, Mehrzweckhalle"
40|40|"Sporthalle"|"Adolf-Brütt-Straße 2, 25813 Husum"|"Husum, Sporthalle"
406|406|"Travegymnasium"|"Kücknitzer Hauptstraße 26, 23569 Lübeck"|"Lübeck, Travegymnasium"
205|205|"Hamburg (Uni)"|"Turmweg 2, 20148 Hamburg"|"Hamburg, Hamburg (Uni)"
85|85|"Auguste-Victoria-Schule"|"Große Paaschburg 68, 25524 Itzehoe"|"Itzehoe, Auguste-Victoria-Schule"
295|295|"Halle Klaus-Groth-Schule"|"Klaus-Groth-Straße 11, 25436 Tornesch-Esingen"|"Tornesch-Esingen, Halle Klaus-Groth-Schule"
21|21|"Mehrzweckhalle"|"Schulweg , 25785 Nordhastedt"|"Nordhastedt, Mehrzweckhalle"
118|118|"Pellworm"|" ,  Pellworm"|"Pellworm, Pellworm"
270|270|"Hohenwestedt"|"Rektor-Wurr-Straße , 24594 Hohenwestedt"|"Hohenwestedt, Hohenwestedt"
113|113|"Wulfsteerthalle"|"Wulfsteert 6, 24340 Eckernförde"|"Eckernförde, Wulfsteerthalle"
144|144|"Turnhalle Elster"|"Wilhelm-Pieck-Straße 8, 06895 Zahna-Elster"|"Zahna-Elster, Turnhalle Elster"
165|165|"Wernigerode"|" ,  "|", Wernigerode"
77|77|"Käthe-Kollwitz-Gymnasium"|"Lassallestraße 1, 08058  Zwickau"|"Zwickau, Käthe-Kollwitz-Gymnasium"
92|92|"Weißenfels"|" ,  "|", Weißenfels"
47|47|"Hoyerswerda"|" ,  "|", Hoyerswerda"
476|476|"Jahnbaude"|"Fürstenstraße 87, 09130 Chemnitz"|"Chemnitz, Jahnbaude"
215|215|"Dreifeld Schulsporthalle"|"Lessingstraße 8a, 04435 Schkeuditz"|"Schkeuditz, Dreifeld Schulsporthalle"
49|49|"Leipzig, Radrennbahn (SSC)"|"Windorfer Straße 59, 04229  Xx"|"Xx, Leipzig, Radrennbahn (SSC)"
202|202|"Chemnitz"|" ,  "|", Chemnitz"
132|132|"Heidenau"|" ,  "|", Heidenau"
64|64|"Döbeln"|" ,  "|", Döbeln"
216|216|"Leipzig (Partisan)"|" ,  "|", Leipzig (Partisan)"
76|76|"Leipzig (Phönix)"|" ,  "|", Leipzig (Phönix)"
340|340|"Dessau"|" ,  "|", Dessau"
264|264|"Grimma"|" ,  "|", Grimma"
11|11|"Sporthalle BBS"|"Käthe-Kollwitz-Str. 1, 29410 Salzwedel"|"Salzwedel, Sporthalle BBS"
170|170|"Dessau (PSV)"|" ,  "|", Dessau (PSV)"
3|3|"Genthin"|"Berliner Chaussee 18a, 39307 Genthin"|"Genthin, Genthin"
124|124|"Ernst-Bremmel-Halle"|"Neudorfer Weg 1b, 06493 Harzgerode"|"Harzgerode, Ernst-Bremmel-Halle"
282|282|"Oelsa"|" ,  "|", Oelsa"
139|139|"SBBSZ Jena-Göschwitz"|"Rudolstädter Str. 95b, 07745 Jena"|"Jena, SBBSZ Jena-Göschwitz"
181|181|"Dresden (TU)"|" ,  "|", Dresden (TU)"
364|364|"Quedlinburg"|" ,  "|", Quedlinburg"
463|463|"Campus Rütli"|"Rütlistraße 33-35, 12045 Berlin"|"Berlin, Campus Rütli"
147|147|""|" ,  Quedlinburg"|"Quedlinburg, "
269|269|"Schkeuditz"|"Lessingstraße 10, 04435 Schkeuditz"|"Schkeuditz, Schkeuditz"
204|204|"Turnhalle Berufsschulzentrum"|"Mittelfeld 50, 06886 Wittenberg"|"Wittenberg, Turnhalle Berufsschulzentrum"
96|96|"Heidenau, Pestalozzi-Gymnasium"|" ,  "|", Heidenau, Pestalozzi-Gymnasium"
288|288|"Leipzig"|" ,  "|", Leipzig"
440|440|"KEIN HALLENNAME GESETZT"|" ,  Berlin"|"Berlin, KEIN HALLENNAME GESETZT"
44|44|"Landsberg"|" ,  "|", Landsberg"
43|43|"Stadthalle"|"Leipziger Straße 4, 04420 Markranstädt"|"Markranstädt, Stadthalle"
487|487|"Magdeburg"|" ,  "|", Magdeburg"
404|404|"Nebra"|" ,  "|", Nebra"
465|465|"Großörner"|" ,  "|", Großörner"
16|16|"Aschersleben"|" ,  "|", Aschersleben"
362|362|"Leipzig (DHfK)"|" ,  "|", Leipzig (DHfK)"
52|52|"Leipzig (SSC)"|" ,  "|", Leipzig (SSC)"
46|46|"Nebra- Unstruthalle"|"Grabenmühlenweg 10, 06642 Nebra"|"Nebra, Nebra- Unstruthalle"
97|97|"Schulsporthalle Mainz"|"Am Judensand 8, 55122 Mainz"|"Mainz, Schulsporthalle Mainz"
285|285|"Kirch-Pohl-Göns, Schulsporthalle"|" ,  "|", Kirch-Pohl-Göns, Schulsporthalle"
70|70|"Schulsporthalle"|"Hirschberger Straße 1, 69198 Schriesheim"|"Schriesheim, Schulsporthalle"
60|60|"Grossporthalle Erlensee"|"Konrad Adenauer Strasse  35, 63526 Erlensee"|"Erlensee, Grossporthalle Erlensee"
431|431|"Gymnasium Philippinum"|"Leopold-Lucas-Straße 18, 35037 Marburg"|"Marburg, Gymnasium Philippinum"
22|22|"Espenau"|" ,  "|", Espenau"
4|4|"Mainz"|"Am Judensand 8, 55122 Mainz"|"Mainz, Mainz"
378|378|"Sporthalle Goethestrasse Espenau"|"Goethestrasse 7-9, 34314 Espenau-Hohenkirchen"|"Espenau-Hohenkirchen, Sporthalle Goethestrasse Espenau"
297|297|"Neudegger Halle"|"Neudegger Allee 3, 86609 Donauwörth"|"Donauwörth, Neudegger Halle"
7|7|"Kaufering"|" ,  Kaufering"|"Kaufering, Kaufering"
434|434|"Sporthalle Berufsschule ALS 3"|"Astrid-Lindgren-Str. 3, 81829 München"|"München, Sporthalle Berufsschule ALS 3"
504|504|"Laurenzer Halle"|"Mitterlängstr.  10, 82178 Puchheim"|"Puchheim, Laurenzer Halle"
148|148|"Astrid-Lindgren-Str. 13"|"Astrid-Lindgren-Str. 13, 81829 München"|"München, Astrid-Lindgren-Str. 13"
344|344|"München"|" ,  München"|"München, München"
418|418|"Haunwöhr"|"Habsburgerstr.  15, 85051 Ingolstadt"|"Ingolstadt, Haunwöhr"
188|188|"BRG in der Au"|"Bachlechnerstraße  35, 6020 A-Innsbruck"|"A-Innsbruck, BRG in der Au"
109|109|"Haunwöhr"|"Habsburgerstr.  15, 85051 Ingolstadt"|"Ingolstadt, Haunwöhr"
232|232|"Hochdahl, Rankestraße"|"Rankestraße 4-6, 40699 Erkrath"|"Erkrath, Hochdahl, Rankestraße"
197|197|"ASV-Halle"|"Olympiaweg 3, 50933 Köln"|"Köln, ASV-Halle"
27|27|"Sporthalle Holzstraße"|"Holzstraße 78, 45479 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Sporthalle Holzstraße"
184|184|"Münster, Sporthalle Ost"|"Manfred-von-Richthofen-Straße 56, 48145 Münster"|"Münster, Münster, Sporthalle Ost"
61|61|"Sporthalle der Südschule"|"Südkamener Straße 62, 59174 Kamen"|"Kamen, Sporthalle der Südschule"
327|327|"Bielefeld, GeSti"|"Am Wortkamp 3, 33605 Bielefeld"|"Bielefeld, Bielefeld, GeSti"
284|284|"Städtische Dreifachturnhalle"|"Liedekerker Strasse 28, 48565 Steinfurt"|"Steinfurt, Städtische Dreifachturnhalle"
206|206|"Gesamtschule Laurensberg"|"Hander Weg 89, 52072 Aachen"|"Aachen, Gesamtschule Laurensberg"
372|372|"Otto-Hahn-Schulen"|"Saaler Mühle 8, 51429 Bergisch Gladbach"|"Bergisch Gladbach, Otto-Hahn-Schulen"
240|240|"Turnhalle Borbecker Straße "|"Borbecker Straße  86, 45475 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Turnhalle Borbecker Straße "
12|12|"GGS-Halle"|"Grenzweg 1, 35510 Kirchgöns"|"Kirchgöns, GGS-Halle"
39|39|"Sporthalle Boverstraße"|"Boverstraße 150, 45473 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Sporthalle Boverstraße"
34|34|"Sporthalle Kleiststraße"|"Kleiststraße 50, 45472 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Sporthalle Kleiststraße"
459|459|"Schulzentrum Lintorf"|"White-Bear-Lake-Platz , 40885 Ratingen"|"Ratingen, Schulzentrum Lintorf"
250|250|"Grabbe-Halle"|"Georg-Weerth-Straße 17, 32756 Detmold"|"Detmold, Grabbe-Halle"
310|310|"Brüderstraße"|"Brüderstraße 15, 04103 Leipzig"|"Leipzig, Brüderstraße"
244|244|"Vitzthum-Gymnasium"|"Paradiesstraße 35, 01217  Dresden"|"Dresden, Vitzthum-Gymnasium"
191|191|"Sportzentrum Rebbelstieg"|"Rebbelstieg 59, 25938 Wyk"|"Wyk, Sportzentrum Rebbelstieg"
178|178|"Sporthalle Kochstedt"|"Winklerstraße 4, 06847 Dessau"|"Dessau, Sporthalle Kochstedt"
56|56|"Halle der Berufsschule"|"Astrid-Lindgren-Straße 3, 81829 München"|"München, Halle der Berufsschule"
373|373|"Utholm-Halle"|"Kirchenleye 7, 25826 St. Peter-Ording"|"St. Peter-Ording, Utholm-Halle"
25|25|"Sporthallenkomplex Lobeda-West"|"Karl-Marx-Allee 70, 07747 Jena"|"Jena, Sporthallenkomplex Lobeda-West"
192|192|"Felix-Klein-Gymnasium (Halle 2)"|"Böttingerstraße 17, 37073 Göttingen"|"Göttingen, Felix-Klein-Gymnasium (Halle 2)"
349|349|"Universitätssporthalle"|"Alberstraße 27, 72074 Tübingen"|"Tübingen, Universitätssporthalle"
99|99|"Bezirkssportanlage Süd"|"Volkmannstraße 10, 28201 Bremen"|"Bremen, Bezirkssportanlage Süd"
98|98|"Realschulhalle"|"Ackerstr. 10, 28832 Achim"|"Achim, Realschulhalle"
135|135|"Bildungszentrum"|"Am Stadion 8, 06122 Halle (Saale)"|"Halle (Saale), Bildungszentrum"
241|241|"Sporthalle Burgbreite"|"Platz des Friedens 1, 38855 Wernigerode"|"Wernigerode, Sporthalle Burgbreite"
402|402|"Harbecke-Halle"|"Mintarder Straße 45, 45481 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Harbecke-Halle"
411|411|"Harbecke-Halle"|"Mintarder Straße 45, 45481 Mülheim an der Ruhr"|"Mülheim an der Ruhr, Harbecke-Halle"
156|156|"OSC-Halle"|"Hiärm-Grupe-Str. 8, 49080 Osnabrück"|"Osnabrück, OSC-Halle"
395|395|"Sporthalle Wilhelm-Kaisen-Schule"|"Valckenburghstraße 1, 28201 Bremen"|"Bremen, Sporthalle Wilhelm-Kaisen-Schule"
90|90|"Sporthalle Kleiststraße"|"Kleiststraße 14-17, 26871 Papenburg"|"Papenburg, Sporthalle Kleiststraße"
497|497|"Sporthalle Ostlandstraße"|"Ostlandstraße 4, 28865 Lilienthal"|"Lilienthal, Sporthalle Ostlandstraße"
415|415|"Schloßstraße (unten)"|"Schlossstraße 56, 14059 Berlin"|"Berlin, Schloßstraße (unten)"
491|491|"Heidelberg"|" ,  Heidelberg"|"Heidelberg, Heidelberg"
235|235|"Dr. Hans-Liebherr-Sporthalle"|"Riedstraße 44, 88416 Ochsenhausen"|"Ochsenhausen, Dr. Hans-Liebherr-Sporthalle"
479|479|"Sporthalle"|"Jahnstraße 3, 25541 Brunsbüttel"|"Brunsbüttel, Sporthalle"
104|104|"Burgfeldhalle"|"Travemünder Allee 5, 23568 Lübeck"|"Lübeck, Burgfeldhalle"
